"","País","Apego emocional al propio país","Apego emocional a Europa","Género","Rango de edad"
"514","Áustria",4,7,"Hombre","entre 30 y 44"
"515","Áustria",6,6,"Mujer","75 o mayor"
"516","Áustria",7,3,"Mujer","entre 45 y 59"
"517","Áustria",10,7,"Mujer","menor de 30"
"518","Áustria",10,6,"Mujer","entre 60 y 74"
"519","Áustria",6,7,"Mujer","entre 30 y 44"
"520","Áustria",9,7,"Mujer","menor de 30"
"521","Áustria",10,4,"Mujer","75 o mayor"
"522","Áustria",10,5,"Mujer","entre 60 y 74"
"523","Áustria",6,10,"Mujer","entre 60 y 74"
"524","Áustria",6,6,"Mujer","entre 30 y 44"
"525","Áustria",7,7,"Hombre","entre 60 y 74"
"526","Áustria",10,9,"Hombre","75 o mayor"
"527","Áustria",8,7,"Hombre","entre 45 y 59"
"528","Áustria",10,6,"Mujer","75 o mayor"
"529","Áustria",8,7,"Hombre","entre 45 y 59"
"530","Áustria",8,8,"Mujer","entre 45 y 59"
"531","Áustria",9,6,"Hombre","entre 45 y 59"
"532","Áustria",8,0,"Hombre","entre 30 y 44"
"533","Áustria",10,8,"Mujer","entre 60 y 74"
"534","Áustria",9,9,"Mujer","entre 30 y 44"
"535","Áustria",5,0,"Mujer","menor de 30"
"536","Áustria",3,10,"Hombre","entre 45 y 59"
"537","Áustria",5,5,"Mujer","entre 60 y 74"
"538","Áustria",9,8,"Mujer","entre 60 y 74"
"539","Áustria",10,5,"Mujer","entre 45 y 59"
"540","Áustria",8,8,"Mujer","menor de 30"
"541","Áustria",6,7,"Mujer","entre 45 y 59"
"542","Áustria",10,8,"Hombre","75 o mayor"
"543","Áustria",8,4,"Hombre","entre 45 y 59"
"544","Áustria",5,5,"Mujer","entre 45 y 59"
"545","Áustria",5,5,"Mujer","entre 45 y 59"
"546","Áustria",1,5,"Mujer","entre 30 y 44"
"547","Áustria",10,4,"Hombre","entre 60 y 74"
"548","Áustria",8,7,"Mujer","entre 30 y 44"
"549","Áustria",10,10,"Mujer","entre 60 y 74"
"550","Áustria",10,0,"Hombre","entre 30 y 44"
"551","Áustria",10,8,"Mujer","entre 60 y 74"
"552","Áustria",9,8,"Hombre","menor de 30"
"553","Áustria",5,7,"Hombre","entre 45 y 59"
"554","Áustria",10,2,"Hombre","entre 45 y 59"
"555","Áustria",10,7,"Hombre","entre 60 y 74"
"556","Áustria",10,10,"Hombre","entre 60 y 74"
"557","Áustria",8,5,"Hombre","entre 30 y 44"
"558","Áustria",10,5,"Mujer","entre 60 y 74"
"559","Áustria",7,8,"Mujer","entre 30 y 44"
"560","Áustria",10,9,"Mujer","75 o mayor"
"561","Áustria",10,10,"Hombre","entre 45 y 59"
"562","Áustria",9,8,"Hombre","menor de 30"
"563","Áustria",10,10,"Mujer","entre 60 y 74"
"564","Áustria",7,10,"Mujer","entre 45 y 59"
"565","Áustria",9,6,"Hombre","entre 45 y 59"
"566","Áustria",9,7,"Mujer","entre 45 y 59"
"567","Áustria",10,6,"Mujer","75 o mayor"
"568","Áustria",7,5,"Hombre","menor de 30"
"569","Áustria",10,10,"Hombre","entre 60 y 74"
"570","Áustria",10,10,"Mujer","entre 30 y 44"
"571","Áustria",10,6,"Hombre","entre 45 y 59"
"572","Áustria",5,5,"Hombre","entre 30 y 44"
"573","Áustria",10,0,"Mujer","entre 60 y 74"
"574","Áustria",8,7,"Mujer","entre 60 y 74"
"575","Áustria",8,8,"Hombre","entre 60 y 74"
"576","Áustria",10,10,"Mujer",NA
"577","Áustria",9,8,"Mujer","entre 45 y 59"
"578","Áustria",8,7,"Hombre","entre 60 y 74"
"579","Áustria",10,5,"Hombre","entre 45 y 59"
"580","Áustria",9,5,"Mujer","entre 60 y 74"
"581","Áustria",8,5,"Mujer","entre 45 y 59"
"582","Áustria",7,4,"Hombre","entre 30 y 44"
"583","Áustria",8,7,"Mujer","entre 45 y 59"
"584","Áustria",10,6,"Mujer","75 o mayor"
"585","Áustria",7,6,"Mujer","entre 45 y 59"
"586","Áustria",8,7,"Mujer","entre 30 y 44"
"587","Áustria",6,5,"Mujer","entre 45 y 59"
"588","Áustria",7,5,"Hombre","menor de 30"
"589","Áustria",8,5,"Mujer","entre 30 y 44"
"590","Áustria",10,10,"Mujer","entre 60 y 74"
"591","Áustria",10,8,"Mujer","entre 45 y 59"
"592","Áustria",9,7,"Mujer","entre 45 y 59"
"593","Áustria",8,9,"Mujer","entre 45 y 59"
"594","Áustria",10,8,"Mujer","entre 60 y 74"
"595","Áustria",10,5,"Hombre","entre 60 y 74"
"596","Áustria",9,7,"Mujer","entre 45 y 59"
"597","Áustria",8,8,"Mujer","entre 45 y 59"
"598","Áustria",10,6,"Mujer",NA
"599","Áustria",7,8,"Mujer","entre 30 y 44"
"600","Áustria",10,8,"Mujer","entre 60 y 74"
"601","Áustria",9,8,"Mujer","menor de 30"
"602","Áustria",8,8,"Hombre","entre 60 y 74"
"603","Áustria",10,4,"Mujer","menor de 30"
"604","Áustria",9,5,"Hombre","entre 45 y 59"
"605","Áustria",10,8,"Hombre","entre 30 y 44"
"606","Áustria",10,6,"Mujer","75 o mayor"
"607","Áustria",9,10,"Hombre",NA
"608","Áustria",3,3,"Hombre","entre 30 y 44"
"609","Áustria",8,8,"Hombre","entre 30 y 44"
"610","Áustria",2,8,"Hombre","entre 45 y 59"
"611","Áustria",10,5,"Mujer","entre 60 y 74"
"612","Áustria",10,7,"Mujer",NA
"613","Áustria",10,5,"Mujer","entre 30 y 44"
"614","Áustria",10,5,"Mujer","entre 45 y 59"
"615","Áustria",7,7,"Mujer","entre 45 y 59"
"616","Áustria",8,5,"Mujer","entre 30 y 44"
"617","Áustria",10,9,"Mujer","entre 45 y 59"
"618","Áustria",9,6,"Mujer","entre 45 y 59"
"619","Áustria",10,0,"Mujer","entre 45 y 59"
"620","Áustria",10,10,"Mujer","entre 30 y 44"
"621","Áustria",8,7,"Hombre","menor de 30"
"622","Áustria",8,0,"Mujer","entre 45 y 59"
"623","Áustria",9,7,"Hombre","entre 45 y 59"
"624","Áustria",9,9,"Mujer","entre 45 y 59"
"625","Áustria",10,5,"Hombre","menor de 30"
"626","Áustria",8,8,"Mujer","entre 60 y 74"
"627","Áustria",10,10,"Mujer","entre 30 y 44"
"628","Áustria",8,7,"Hombre","75 o mayor"
"629","Áustria",10,6,"Mujer",NA
"630","Áustria",10,3,"Mujer","entre 45 y 59"
"631","Áustria",8,4,"Hombre","menor de 30"
"632","Áustria",8,6,"Mujer","entre 30 y 44"
"633","Áustria",9,9,"Hombre","75 o mayor"
"634","Áustria",7,3,"Mujer","entre 60 y 74"
"635","Áustria",5,5,"Mujer","75 o mayor"
"636","Áustria",6,5,"Mujer","entre 45 y 59"
"637","Áustria",9,9,"Mujer","menor de 30"
"638","Áustria",9,9,"Hombre","entre 60 y 74"
"639","Áustria",7,8,"Mujer","entre 30 y 44"
"640","Áustria",6,3,"Mujer","entre 60 y 74"
"641","Áustria",10,5,"Mujer","entre 60 y 74"
"642","Áustria",10,7,"Mujer","entre 60 y 74"
"643","Áustria",9,6,"Mujer","menor de 30"
"644","Áustria",10,9,"Hombre","entre 30 y 44"
"645","Áustria",9,7,"Mujer","entre 60 y 74"
"646","Áustria",9,4,"Hombre","entre 60 y 74"
"647","Áustria",9,8,"Mujer","entre 45 y 59"
"648","Áustria",8,4,"Mujer","entre 45 y 59"
"649","Áustria",8,9,"Hombre","entre 45 y 59"
"650","Áustria",6,5,"Mujer","entre 60 y 74"
"651","Áustria",8,1,"Mujer","entre 45 y 59"
"652","Áustria",6,5,"Mujer","entre 45 y 59"
"653","Áustria",10,9,"Mujer","entre 45 y 59"
"654","Áustria",10,8,"Hombre","entre 60 y 74"
"655","Áustria",9,7,"Mujer","entre 60 y 74"
"656","Áustria",9,10,"Mujer","entre 45 y 59"
"657","Áustria",10,9,"Hombre","menor de 30"
"658","Áustria",10,2,"Hombre","75 o mayor"
"659","Áustria",3,6,"Hombre","entre 30 y 44"
"660","Áustria",8,6,"Hombre","entre 60 y 74"
"661","Áustria",6,0,"Mujer","75 o mayor"
"662","Áustria",10,5,"Hombre","menor de 30"
"663","Áustria",0,3,"Mujer","menor de 30"
"664","Áustria",8,8,"Mujer","entre 60 y 74"
"665","Áustria",8,8,"Mujer","menor de 30"
"666","Áustria",5,5,"Mujer","entre 60 y 74"
"667","Áustria",6,8,"Mujer","entre 60 y 74"
"668","Áustria",7,8,"Mujer","entre 60 y 74"
"669","Áustria",10,5,"Mujer","menor de 30"
"670","Áustria",10,10,"Mujer","75 o mayor"
"671","Áustria",10,8,"Hombre","entre 45 y 59"
"672","Áustria",5,2,"Hombre","entre 30 y 44"
"673","Áustria",10,8,"Mujer","75 o mayor"
"674","Áustria",7,7,"Hombre","entre 45 y 59"
"675","Áustria",6,5,"Mujer","entre 45 y 59"
"676","Áustria",8,8,"Mujer","entre 45 y 59"
"677","Áustria",6,6,"Mujer","entre 30 y 44"
"678","Áustria",8,5,"Hombre","75 o mayor"
"679","Áustria",10,1,"Hombre",NA
"680","Áustria",8,3,"Mujer","entre 45 y 59"
"681","Áustria",8,8,"Mujer","entre 45 y 59"
"682","Áustria",8,4,"Hombre","entre 45 y 59"
"683","Áustria",9,9,"Mujer","menor de 30"
"684","Áustria",10,3,"Mujer","entre 60 y 74"
"685","Áustria",8,3,"Mujer","menor de 30"
"686","Áustria",9,7,"Hombre","entre 45 y 59"
"687","Áustria",5,2,"Mujer","entre 30 y 44"
"688","Áustria",10,8,"Hombre","entre 45 y 59"
"689","Áustria",9,8,"Mujer","entre 45 y 59"
"690","Áustria",5,5,"Mujer","entre 60 y 74"
"691","Áustria",10,10,"Mujer","entre 30 y 44"
"692","Áustria",9,9,"Hombre","entre 60 y 74"
"693","Áustria",6,6,"Mujer","menor de 30"
"694","Áustria",8,4,"Mujer","entre 30 y 44"
"695","Áustria",10,8,"Mujer","entre 30 y 44"
"696","Áustria",10,6,"Mujer","entre 60 y 74"
"697","Áustria",5,4,"Mujer","75 o mayor"
"698","Áustria",10,7,"Hombre","75 o mayor"
"699","Áustria",9,8,"Mujer","75 o mayor"
"700","Áustria",10,NA,"Mujer","entre 30 y 44"
"701","Áustria",10,7,"Hombre","entre 60 y 74"
"702","Áustria",10,6,"Mujer","75 o mayor"
"703","Áustria",3,3,"Mujer","menor de 30"
"704","Áustria",7,8,"Mujer","entre 60 y 74"
"705","Áustria",8,6,"Hombre","entre 60 y 74"
"706","Áustria",9,6,"Hombre","entre 60 y 74"
"707","Áustria",8,8,"Mujer","entre 60 y 74"
"708","Áustria",8,8,"Mujer","entre 30 y 44"
"709","Áustria",10,6,"Mujer","entre 45 y 59"
"710","Áustria",8,4,"Hombre","entre 45 y 59"
"711","Áustria",9,6,"Mujer","entre 30 y 44"
"712","Áustria",10,5,"Mujer","entre 45 y 59"
"713","Áustria",7,0,"Mujer","menor de 30"
"714","Áustria",10,10,"Mujer","entre 30 y 44"
"715","Áustria",8,7,"Mujer","75 o mayor"
"716","Áustria",9,7,"Hombre","menor de 30"
"717","Áustria",9,7,"Hombre","entre 60 y 74"
"718","Áustria",10,6,"Mujer","entre 45 y 59"
"719","Áustria",10,8,"Mujer","entre 45 y 59"
"720","Áustria",8,5,"Mujer","75 o mayor"
"721","Áustria",8,8,"Hombre","entre 30 y 44"
"722","Áustria",8,10,"Mujer","entre 60 y 74"
"723","Áustria",9,4,"Mujer","entre 45 y 59"
"724","Áustria",6,9,"Hombre","entre 30 y 44"
"725","Áustria",0,0,"Hombre","entre 30 y 44"
"726","Áustria",10,8,"Mujer","entre 45 y 59"
"727","Áustria",10,5,"Mujer","entre 45 y 59"
"728","Áustria",8,7,"Mujer","75 o mayor"
"729","Áustria",9,7,"Mujer","entre 30 y 44"
"730","Áustria",10,10,"Hombre","entre 60 y 74"
"731","Áustria",3,0,"Hombre","menor de 30"
"732","Áustria",10,5,"Hombre","entre 30 y 44"
"733","Áustria",7,5,"Mujer","entre 45 y 59"
"734","Áustria",6,6,"Hombre","entre 30 y 44"
"735","Áustria",10,10,"Mujer","entre 60 y 74"
"736","Áustria",8,7,"Hombre","menor de 30"
"737","Áustria",10,9,"Hombre","menor de 30"
"738","Áustria",9,9,"Hombre","menor de 30"
"739","Áustria",8,5,"Mujer","75 o mayor"
"740","Áustria",8,7,"Mujer","75 o mayor"
"741","Áustria",8,7,"Hombre","entre 45 y 59"
"742","Áustria",7,5,"Mujer","75 o mayor"
"743","Áustria",9,7,"Mujer","menor de 30"
"744","Áustria",9,5,"Mujer","75 o mayor"
"745","Áustria",6,6,"Hombre","75 o mayor"
"746","Áustria",10,5,"Mujer","entre 60 y 74"
"747","Áustria",10,10,"Mujer","entre 30 y 44"
"748","Áustria",9,7,"Hombre","entre 45 y 59"
"749","Áustria",7,9,"Hombre","entre 45 y 59"
"750","Áustria",10,6,"Mujer","entre 45 y 59"
"751","Áustria",8,6,"Hombre","entre 60 y 74"
"752","Áustria",8,3,"Hombre","entre 60 y 74"
"753","Áustria",5,7,"Hombre","entre 60 y 74"
"754","Áustria",10,10,"Mujer","entre 60 y 74"
"755","Áustria",8,5,"Hombre","75 o mayor"
"756","Áustria",10,10,"Mujer","75 o mayor"
"757","Áustria",10,5,"Mujer","menor de 30"
"758","Áustria",1,1,"Mujer","entre 45 y 59"
"759","Áustria",7,7,"Mujer","menor de 30"
"760","Áustria",10,0,"Hombre","entre 45 y 59"
"761","Áustria",10,9,"Mujer","entre 60 y 74"
"762","Áustria",7,7,"Hombre","entre 45 y 59"
"763","Áustria",8,8,"Mujer","entre 30 y 44"
"764","Áustria",6,0,"Mujer","entre 45 y 59"
"765","Áustria",10,5,"Mujer","menor de 30"
"766","Áustria",3,7,"Hombre","entre 45 y 59"
"767","Áustria",10,8,"Mujer","menor de 30"
"768","Áustria",9,5,"Hombre","menor de 30"
"769","Áustria",10,9,"Hombre","entre 60 y 74"
"770","Áustria",10,5,"Hombre","entre 30 y 44"
"771","Áustria",7,7,"Mujer","entre 45 y 59"
"772","Áustria",10,6,"Mujer","entre 60 y 74"
"773","Áustria",10,8,"Mujer","entre 60 y 74"
"774","Áustria",6,3,"Mujer","entre 60 y 74"
"775","Áustria",10,8,"Hombre","entre 60 y 74"
"776","Áustria",8,8,"Hombre","entre 60 y 74"
"777","Áustria",10,7,"Mujer","75 o mayor"
"778","Áustria",9,7,"Hombre","entre 45 y 59"
"779","Áustria",8,7,"Hombre","entre 45 y 59"
"780","Áustria",8,5,"Hombre","entre 30 y 44"
"781","Áustria",10,9,"Mujer","75 o mayor"
"782","Áustria",9,5,"Mujer","entre 60 y 74"
"783","Áustria",8,8,"Hombre","entre 60 y 74"
"784","Áustria",10,10,"Mujer","entre 45 y 59"
"785","Áustria",9,3,"Mujer","75 o mayor"
"786","Áustria",10,10,"Mujer","entre 60 y 74"
"787","Áustria",10,6,"Hombre",NA
"788","Áustria",8,9,"Mujer","entre 30 y 44"
"789","Áustria",7,6,"Hombre","entre 60 y 74"
"790","Áustria",10,9,"Hombre","75 o mayor"
"791","Áustria",9,2,"Hombre","menor de 30"
"792","Áustria",7,7,"Mujer","menor de 30"
"793","Áustria",8,7,"Hombre","entre 45 y 59"
"794","Áustria",10,7,"Mujer","entre 60 y 74"
"795","Áustria",10,1,"Mujer","entre 45 y 59"
"796","Áustria",8,7,"Mujer","entre 45 y 59"
"797","Áustria",10,6,"Mujer","entre 45 y 59"
"798","Áustria",6,4,"Mujer","entre 45 y 59"
"799","Áustria",9,7,"Hombre","75 o mayor"
"800","Áustria",10,9,"Hombre","entre 45 y 59"
"801","Áustria",7,7,"Hombre","entre 45 y 59"
"802","Áustria",10,0,"Mujer","75 o mayor"
"803","Áustria",10,7,"Mujer","entre 45 y 59"
"804","Áustria",5,5,"Mujer","menor de 30"
"805","Áustria",8,7,"Hombre","entre 45 y 59"
"806","Áustria",7,6,"Hombre","entre 60 y 74"
"807","Áustria",6,6,"Mujer","entre 45 y 59"
"808","Áustria",8,7,"Mujer","entre 45 y 59"
"809","Áustria",7,3,"Hombre","entre 45 y 59"
"810","Áustria",10,10,"Mujer","75 o mayor"
"811","Áustria",9,8,"Hombre","entre 60 y 74"
"812","Áustria",8,8,"Mujer","entre 60 y 74"
"813","Áustria",7,5,"Mujer","entre 45 y 59"
"814","Áustria",8,8,"Mujer","entre 45 y 59"
"815","Áustria",8,6,"Hombre","entre 30 y 44"
"816","Áustria",8,8,"Hombre","entre 60 y 74"
"817","Áustria",9,10,"Mujer","entre 60 y 74"
"818","Áustria",8,6,"Mujer","entre 60 y 74"
"819","Áustria",10,8,"Hombre","menor de 30"
"820","Áustria",9,9,"Mujer","entre 60 y 74"
"821","Áustria",6,6,"Hombre","entre 45 y 59"
"822","Áustria",10,2,"Hombre","75 o mayor"
"823","Áustria",9,7,"Hombre","entre 45 y 59"
"824","Áustria",7,0,"Mujer","75 o mayor"
"825","Áustria",2,8,"Mujer","entre 30 y 44"
"826","Áustria",1,6,"Mujer","entre 30 y 44"
"827","Áustria",10,10,"Mujer","entre 45 y 59"
"828","Áustria",10,8,"Hombre","entre 45 y 59"
"829","Áustria",6,7,"Mujer","entre 30 y 44"
"830","Áustria",7,8,"Mujer","entre 30 y 44"
"831","Áustria",9,8,"Mujer","entre 30 y 44"
"832","Áustria",8,6,"Mujer","entre 60 y 74"
"833","Áustria",7,7,"Hombre","entre 60 y 74"
"834","Áustria",10,2,"Hombre","75 o mayor"
"835","Áustria",9,6,"Mujer","entre 60 y 74"
"836","Áustria",8,8,"Mujer","entre 30 y 44"
"837","Áustria",10,10,"Mujer","entre 60 y 74"
"838","Áustria",10,7,"Hombre","entre 60 y 74"
"839","Áustria",9,6,"Mujer","entre 45 y 59"
"840","Áustria",8,5,"Mujer","entre 30 y 44"
"841","Áustria",10,9,"Mujer","entre 60 y 74"
"842","Áustria",10,3,"Hombre","75 o mayor"
"843","Áustria",10,9,"Mujer","75 o mayor"
"844","Áustria",8,5,"Mujer","entre 45 y 59"
"845","Áustria",10,9,"Hombre","75 o mayor"
"846","Áustria",6,6,"Hombre","entre 60 y 74"
"847","Áustria",10,10,"Hombre","menor de 30"
"848","Áustria",10,10,"Hombre","entre 30 y 44"
"849","Áustria",10,4,"Mujer","entre 45 y 59"
"850","Áustria",8,4,"Hombre","menor de 30"
"851","Áustria",10,3,"Mujer","entre 60 y 74"
"852","Áustria",10,7,"Hombre","entre 60 y 74"
"853","Áustria",8,7,"Hombre","menor de 30"
"854","Áustria",8,5,"Hombre","menor de 30"
"855","Áustria",8,7,"Mujer","entre 45 y 59"
"856","Áustria",9,7,"Mujer","entre 45 y 59"
"857","Áustria",10,8,"Mujer","entre 45 y 59"
"858","Áustria",7,7,"Mujer","entre 45 y 59"
"859","Áustria",9,9,"Hombre","menor de 30"
"860","Áustria",9,6,"Hombre","entre 60 y 74"
"861","Áustria",9,6,"Hombre","entre 45 y 59"
"862","Áustria",7,4,"Hombre","entre 30 y 44"
"863","Áustria",9,7,"Hombre","entre 30 y 44"
"864","Áustria",10,3,"Hombre","entre 45 y 59"
"865","Áustria",10,5,"Hombre","75 o mayor"
"866","Áustria",9,8,"Mujer","75 o mayor"
"867","Áustria",8,0,"Mujer","75 o mayor"
"868","Áustria",9,10,"Mujer","menor de 30"
"869","Áustria",1,8,"Hombre","entre 60 y 74"
"870","Áustria",6,7,"Mujer","entre 60 y 74"
"871","Áustria",10,8,"Mujer","entre 30 y 44"
"872","Áustria",6,0,"Mujer","entre 45 y 59"
"873","Áustria",10,10,"Hombre","entre 45 y 59"
"874","Áustria",8,8,"Mujer","menor de 30"
"875","Áustria",9,9,"Hombre","menor de 30"
"876","Áustria",9,4,"Mujer","entre 30 y 44"
"877","Áustria",10,10,"Mujer","entre 60 y 74"
"878","Áustria",10,8,"Mujer","entre 60 y 74"
"879","Áustria",9,7,"Mujer","75 o mayor"
"880","Áustria",8,3,"Hombre","entre 30 y 44"
"881","Áustria",8,8,"Hombre","entre 30 y 44"
"882","Áustria",10,7,"Mujer","entre 60 y 74"
"883","Áustria",7,7,"Hombre","entre 30 y 44"
"884","Áustria",4,4,"Hombre","75 o mayor"
"885","Áustria",9,7,"Mujer","75 o mayor"
"886","Áustria",8,7,"Hombre","entre 45 y 59"
"887","Áustria",8,7,"Hombre","entre 45 y 59"
"888","Áustria",5,7,"Hombre","menor de 30"
"889","Áustria",10,7,"Mujer","entre 45 y 59"
"890","Áustria",10,5,"Mujer","entre 60 y 74"
"891","Áustria",10,8,"Hombre","entre 45 y 59"
"892","Áustria",8,6,"Hombre","entre 30 y 44"
"893","Áustria",10,6,"Mujer","75 o mayor"
"894","Áustria",10,8,"Hombre","75 o mayor"
"895","Áustria",10,7,"Hombre","entre 60 y 74"
"896","Áustria",10,8,"Hombre","75 o mayor"
"897","Áustria",9,6,"Mujer","entre 30 y 44"
"898","Áustria",9,5,"Mujer","menor de 30"
"899","Áustria",8,8,"Hombre","75 o mayor"
"900","Áustria",9,7,"Mujer","75 o mayor"
"901","Áustria",9,9,"Hombre","entre 45 y 59"
"902","Áustria",8,10,"Mujer","entre 30 y 44"
"903","Áustria",8,9,"Hombre","entre 30 y 44"
"904","Áustria",10,7,"Hombre","entre 45 y 59"
"905","Áustria",9,7,"Mujer","entre 45 y 59"
"906","Áustria",7,8,"Mujer","entre 60 y 74"
"907","Áustria",10,5,"Mujer","75 o mayor"
"908","Áustria",10,7,"Hombre","entre 45 y 59"
"909","Áustria",10,8,"Mujer","entre 30 y 44"
"910","Áustria",5,5,"Mujer","entre 45 y 59"
"911","Áustria",10,10,"Mujer","75 o mayor"
"912","Áustria",10,10,"Mujer","75 o mayor"
"913","Áustria",10,6,"Mujer","entre 45 y 59"
"914","Áustria",9,6,"Hombre","entre 45 y 59"
"915","Áustria",6,9,"Mujer","entre 30 y 44"
"916","Áustria",9,9,"Mujer","75 o mayor"
"917","Áustria",7,7,"Mujer","menor de 30"
"918","Áustria",7,8,"Mujer","75 o mayor"
"919","Áustria",9,8,"Hombre","entre 60 y 74"
"920","Áustria",9,8,"Hombre","entre 45 y 59"
"921","Áustria",9,8,"Mujer","entre 30 y 44"
"922","Áustria",8,8,"Hombre","entre 60 y 74"
"923","Áustria",10,10,"Mujer","entre 60 y 74"
"924","Áustria",10,6,"Mujer","75 o mayor"
"925","Áustria",10,1,"Hombre","entre 60 y 74"
"926","Áustria",4,6,"Mujer","menor de 30"
"927","Áustria",8,7,"Mujer","entre 60 y 74"
"928","Áustria",9,7,"Hombre","entre 45 y 59"
"929","Áustria",9,8,"Mujer","entre 60 y 74"
"930","Áustria",9,4,"Hombre","menor de 30"
"931","Áustria",10,6,"Mujer","75 o mayor"
"932","Áustria",10,6,"Mujer","menor de 30"
"933","Áustria",9,8,"Hombre","entre 60 y 74"
"934","Áustria",8,7,"Mujer","entre 45 y 59"
"935","Áustria",8,6,"Mujer","75 o mayor"
"936","Áustria",7,7,"Mujer","entre 60 y 74"
"937","Áustria",9,6,"Hombre","entre 30 y 44"
"938","Áustria",8,5,"Mujer","entre 45 y 59"
"939","Áustria",10,6,"Mujer","menor de 30"
"940","Áustria",8,10,"Hombre","entre 45 y 59"
"941","Áustria",7,8,"Mujer","75 o mayor"
"942","Áustria",5,7,"Mujer","entre 45 y 59"
"943","Áustria",9,7,"Mujer","entre 45 y 59"
"944","Áustria",9,5,"Mujer","entre 45 y 59"
"945","Áustria",7,7,"Mujer","entre 60 y 74"
"946","Áustria",1,5,"Hombre","menor de 30"
"947","Áustria",10,10,"Mujer","entre 60 y 74"
"948","Áustria",8,8,"Hombre","entre 30 y 44"
"949","Áustria",10,7,"Mujer","entre 30 y 44"
"950","Áustria",7,7,"Hombre","menor de 30"
"951","Áustria",9,8,"Mujer","entre 45 y 59"
"952","Áustria",3,2,"Hombre","entre 30 y 44"
"953","Áustria",10,10,"Hombre","entre 60 y 74"
"954","Áustria",10,0,"Hombre","75 o mayor"
"955","Áustria",10,5,"Mujer","entre 60 y 74"
"956","Áustria",7,8,"Mujer","entre 30 y 44"
"957","Áustria",8,5,"Mujer","entre 60 y 74"
"958","Áustria",10,10,"Hombre","75 o mayor"
"959","Áustria",10,10,"Hombre","75 o mayor"
"960","Áustria",10,7,"Hombre","entre 60 y 74"
"961","Áustria",10,10,"Mujer","entre 45 y 59"
"962","Áustria",10,9,"Hombre","entre 60 y 74"
"963","Áustria",10,8,"Hombre","75 o mayor"
"964","Áustria",7,6,"Mujer","entre 45 y 59"
"965","Áustria",9,7,"Hombre","entre 45 y 59"
"966","Áustria",8,8,"Mujer","entre 45 y 59"
"967","Áustria",8,7,"Mujer","entre 60 y 74"
"968","Áustria",8,5,"Mujer","entre 30 y 44"
"969","Áustria",9,7,"Hombre","entre 45 y 59"
"970","Áustria",6,6,"Hombre","menor de 30"
"971","Áustria",10,10,"Mujer","entre 45 y 59"
"972","Áustria",8,8,"Mujer","75 o mayor"
"973","Áustria",8,3,"Hombre","entre 60 y 74"
"974","Áustria",7,5,"Hombre","menor de 30"
"975","Áustria",7,7,"Mujer","menor de 30"
"976","Áustria",9,7,"Mujer",NA
"977","Áustria",6,6,"Hombre","entre 45 y 59"
"978","Áustria",9,7,"Hombre","entre 30 y 44"
"979","Áustria",9,7,"Mujer","entre 45 y 59"
"980","Áustria",5,5,"Mujer","75 o mayor"
"981","Áustria",6,6,"Hombre","entre 45 y 59"
"982","Áustria",10,6,"Mujer","75 o mayor"
"983","Áustria",6,5,"Mujer","entre 45 y 59"
"984","Áustria",8,4,"Mujer","entre 45 y 59"
"985","Áustria",10,4,"Hombre","entre 45 y 59"
"986","Áustria",8,4,"Hombre","entre 45 y 59"
"987","Áustria",10,10,"Hombre","entre 60 y 74"
"988","Áustria",10,7,"Mujer","entre 60 y 74"
"989","Áustria",7,7,"Hombre","entre 30 y 44"
"990","Áustria",10,9,"Mujer","entre 45 y 59"
"991","Áustria",9,6,"Hombre","75 o mayor"
"992","Áustria",5,5,"Hombre","menor de 30"
"993","Áustria",10,10,"Mujer","entre 45 y 59"
"994","Áustria",9,7,"Mujer","entre 60 y 74"
"995","Áustria",10,7,"Mujer","75 o mayor"
"996","Áustria",9,9,"Mujer","entre 45 y 59"
"997","Áustria",10,8,"Hombre","entre 45 y 59"
"998","Áustria",10,6,"Hombre","entre 60 y 74"
"999","Áustria",7,7,"Mujer","entre 30 y 44"
"1000","Áustria",10,5,"Hombre","entre 45 y 59"
"1001","Áustria",6,5,"Mujer","entre 60 y 74"
"1002","Áustria",10,1,"Hombre","entre 30 y 44"
