"","idno","cntry","freehms","lrnobed","impcntr","atchctr","atcherp","wrclmch","gndr","agea","age_category"
"356",56094,"Austria",1,2,4,10,5,3,"Male",76,"75 o mayor"
"357",56109,"Austria",2,2,3,10,9,5,"Male",54,"entre 45 y 59"
"358",56116,"Austria",2,1,3,10,10,3,"Female",64,"entre 60 y 74"
"359",56127,"Austria",1,1,3,10,10,5,"Female",35,"entre 30 y 44"
"360",56131,"Austria",1,2,1,3,3,3,"Female",15,"menor de 30"
"361",56133,"Austria",2,2,3,9,7,4,"Female",65,"entre 60 y 74"
"362",56138,"Austria",3,2,4,7,9,2,"Male",47,"entre 45 y 59"
"363",56141,"Austria",1,1,3,10,5,3,"Female",71,"entre 60 y 74"
"364",56159,"Austria",3,2,4,8,9,1,"Male",43,"entre 30 y 44"
"365",56160,"Austria",2,2,4,10,10,4,"Male",74,"entre 60 y 74"
"366",56183,"Austria",2,1,3,10,8,3,"Male",56,"entre 45 y 59"
"367",56190,"Austria",2,4,4,7,7,3,"Male",40,"entre 30 y 44"
"368",56209,"Austria",2,3,3,10,3,3,"Female",64,"entre 60 y 74"
"369",56218,"Austria",1,2,3,9,4,3,"Male",48,"entre 45 y 59"
"370",56237,"Austria",2,2,3,8,7,4,"Female",70,"entre 60 y 74"
"371",56273,"Austria",1,5,1,2,3,4,"Female",22,"menor de 30"
"372",56289,"Austria",2,2,2,8,8,2,"Male",60,"entre 60 y 74"
"373",56315,"Austria",1,2,4,7,7,5,"Female",54,"entre 45 y 59"
"374",56321,"Austria",1,2,3,10,7,5,"Female",73,"entre 60 y 74"
"375",56326,"Austria",2,3,4,10,7,2,"Male",27,"menor de 30"
"376",56343,"Austria",2,2,2,10,7,4,"Male",82,"75 o mayor"
"377",56379,"Austria",2,2,3,10,8,4,"Female",60,"entre 60 y 74"
"378",56388,"Austria",2,2,2,9,8,5,"Male",51,"entre 45 y 59"
"379",56396,"Austria",1,3,4,9,9,2,"Male",55,"entre 45 y 59"
"380",56459,"Austria",1,2,4,8,8,5,"Female",57,"entre 45 y 59"
"381",56480,"Austria",2,2,3,9,7,4,"Female",84,"75 o mayor"
"382",56481,"Austria",3,2,4,9,3,3,"Female",71,"entre 60 y 74"
"383",56496,"Austria",2,5,2,6,5,3,"Male",58,"entre 45 y 59"
"384",56505,"Austria",2,2,3,8,6,3,"Male",79,"75 o mayor"
"385",56533,"Austria",1,4,3,8,6,4,"Male",43,"entre 30 y 44"
"386",56559,"Austria",2,4,1,3,3,4,"Female",39,"entre 30 y 44"
"387",56567,"Austria",2,3,3,10,9,5,"Male",39,"entre 30 y 44"
"388",56583,"Austria",2,2,3,10,8,3,"Female",75,"75 o mayor"
"389",56584,"Austria",2,2,4,10,8,4,"Male",67,"entre 60 y 74"
"390",56615,"Austria",2,1,2,8,6,5,"Male",33,"entre 30 y 44"
"391",56618,"Austria",1,4,2,8,6,3,"Female",31,"entre 30 y 44"
"392",56637,"Austria",2,3,4,5,5,2,"Male",51,"entre 45 y 59"
"393",56665,"Austria",2,2,3,10,10,3,"Male",74,"entre 60 y 74"
"394",56667,"Austria",1,1,3,9,8,2,"Male",47,"entre 45 y 59"
"395",56678,"Austria",1,2,4,9,0,1,"Female",74,"entre 60 y 74"
"396",56693,"Austria",1,2,4,10,8,4,"Female",46,"entre 45 y 59"
"397",56730,"Austria",4,1,2,8,7,4,"Female",55,"entre 45 y 59"
"398",56746,"Austria",1,2,3,7,2,1,"Male",57,"entre 45 y 59"
"399",56769,"Austria",3,2,4,10,8,2,"Female",84,"75 o mayor"
"400",56774,"Austria",1,5,3,9,7,3,"Male",16,"menor de 30"
"401",56796,"Austria",3,2,4,8,6,4,"Male",74,"entre 60 y 74"
"402",56805,"Austria",5,1,2,3,7,3,"Male",67,"entre 60 y 74"
"403",56846,"Austria",1,3,4,8,7,3,"Male",60,"entre 60 y 74"
"404",56849,"Austria",3,2,3,10,9,3,"Male",61,"entre 60 y 74"
"405",56854,"Austria",2,3,4,10,6,3,"Female",71,"entre 60 y 74"
"406",56857,"Austria",1,3,4,8,NA,3,"Male",55,"entre 45 y 59"
"407",56866,"Austria",2,1,3,8,5,3,"Male",31,"entre 30 y 44"
"408",56870,"Austria",2,3,3,9,7,3,"Female",33,"entre 30 y 44"
"409",56882,"Austria",1,2,NA,6,6,2,"Male",30,"entre 30 y 44"
"410",56921,"Austria",NA,2,2,7,4,3,"Male",68,"entre 60 y 74"
"411",56928,"Austria",2,4,2,8,3,3,"Male",42,"entre 30 y 44"
"412",56929,"Austria",1,2,4,10,9,5,"Female",72,"entre 60 y 74"
"413",56930,"Austria",1,3,2,10,8,3,"Female",56,"entre 45 y 59"
"414",56942,"Austria",2,3,4,8,5,3,"Female",48,"entre 45 y 59"
"415",56949,"Austria",1,3,2,7,7,3,"Female",29,"menor de 30"
"416",56950,"Austria",1,1,2,10,8,4,"Male",80,"75 o mayor"
"417",56977,"Austria",1,4,2,8,8,5,"Male",52,"entre 45 y 59"
"418",56984,"Austria",1,5,2,7,3,5,"Female",37,"entre 30 y 44"
"419",56993,"Austria",2,2,3,10,9,3,"Male",62,"entre 60 y 74"
"420",56999,"Austria",1,3,3,7,7,3,"Female",27,"menor de 30"
"421",57012,"Austria",1,2,1,8,8,3,"Male",67,"entre 60 y 74"
"422",57017,"Austria",3,2,NA,10,7,3,"Female",90,"75 o mayor"
"423",57031,"Austria",5,2,3,4,2,2,"Male",70,"entre 60 y 74"
"424",57035,"Austria",1,3,2,10,10,5,"Male",45,"entre 45 y 59"
"425",57038,"Austria",NA,1,3,10,1,3,"Male",44,"entre 30 y 44"
"426",57050,"Austria",1,3,2,8,7,4,"Female",52,"entre 45 y 59"
"427",57073,"Austria",1,3,4,9,5,2,"Female",54,"entre 45 y 59"
"428",57074,"Austria",2,2,2,8,8,3,"Female",59,"entre 45 y 59"
"429",57090,"Austria",2,3,3,8,7,3,"Female",33,"entre 30 y 44"
"430",57129,"Austria",2,2,3,10,3,3,"Male",33,"entre 30 y 44"
"431",57166,"Austria",1,4,2,8,8,4,"Female",71,"entre 60 y 74"
"432",57169,"Austria",2,2,3,8,7,4,"Male",43,"entre 30 y 44"
"433",57182,"Austria",2,3,3,9,8,3,"Male",38,"entre 30 y 44"
"434",57232,"Austria",2,2,3,7,7,3,"Male",34,"entre 30 y 44"
"435",57251,"Austria",1,2,2,8,4,3,"Male",66,"entre 60 y 74"
"436",57261,"Austria",2,2,2,8,8,2,"Male",85,"75 o mayor"
"437",57264,"Austria",1,2,2,10,10,1,"Female",60,"entre 60 y 74"
"438",57285,"Austria",2,1,3,6,4,3,"Female",56,"entre 45 y 59"
"439",57334,"Austria",2,2,3,8,8,4,"Female",28,"menor de 30"
"440",57348,"Austria",3,2,4,7,4,3,"Female",49,"entre 45 y 59"
"441",57354,"Austria",1,4,4,8,5,3,"Female",26,"menor de 30"
"442",57360,"Austria",2,2,4,9,7,4,"Male",48,"entre 45 y 59"
"443",57365,"Austria",2,1,3,9,9,4,"Male",75,"75 o mayor"
"444",57367,"Austria",2,2,3,9,7,4,"Male",49,"entre 45 y 59"
"445",57387,"Austria",1,1,2,9,2,2,"Male",57,"entre 45 y 59"
"446",57390,"Austria",4,2,4,7,7,2,"Male",23,"menor de 30"
"447",57396,"Austria",2,2,4,8,6,4,"Female",69,"entre 60 y 74"
"448",57400,"Austria",2,2,4,4,4,4,"Female",NA,NA
"449",57402,"Austria",2,3,2,5,5,3,"Male",34,"entre 30 y 44"
"450",57406,"Austria",1,4,3,10,7,3,"Female",42,"entre 30 y 44"
"451",57412,"Austria",2,2,3,10,4,3,"Male",79,"75 o mayor"
"452",57417,"Austria",2,2,3,8,7,4,"Male",42,"entre 30 y 44"
"453",57476,"Austria",2,2,2,9,6,4,"Male",73,"entre 60 y 74"
"454",57492,"Austria",1,2,3,6,3,2,"Female",32,"entre 30 y 44"
"455",57498,"Austria",2,2,3,10,9,3,"Male",80,"75 o mayor"
"456",57509,"Austria",2,2,2,8,10,5,"Female",62,"entre 60 y 74"
"457",57522,"Austria",1,2,2,10,9,4,"Male",68,"entre 60 y 74"
"458",57554,"Austria",2,4,3,10,4,2,"Male",49,"entre 45 y 59"
"459",57586,"Austria",2,1,4,10,5,4,"Female",60,"entre 60 y 74"
"460",57589,"Austria",1,2,3,10,7,3,"Female",80,"75 o mayor"
"461",57607,"Austria",1,4,2,2,10,4,"Male",43,"entre 30 y 44"
"462",57640,"Austria",1,2,2,4,4,3,"Female",41,"entre 30 y 44"
"463",57661,"Austria",1,5,2,9,8,3,"Female",55,"entre 45 y 59"
"464",57662,"Austria",1,5,1,5,8,5,"Female",25,"menor de 30"
"465",57678,"Austria",1,2,2,10,3,4,"Male",34,"entre 30 y 44"
"466",57682,"Austria",1,4,2,8,8,4,"Female",48,"entre 45 y 59"
"467",57692,"Austria",2,2,2,8,2,3,"Male",58,"entre 45 y 59"
"468",57726,"Austria",1,4,2,10,7,3,"Female",79,"75 o mayor"
"469",57727,"Austria",3,4,3,8,10,4,"Male",24,"menor de 30"
"470",57737,"Austria",2,1,4,2,0,2,"Female",62,"entre 60 y 74"
"471",57738,"Austria",3,3,4,9,4,4,"Female",83,"75 o mayor"
"472",57773,"Austria",1,3,3,10,3,4,"Male",65,"entre 60 y 74"
"473",57775,"Austria",2,3,4,9,6,2,"Female",51,"entre 45 y 59"
"474",57784,"Austria",2,3,2,7,7,3,"Male",56,"entre 45 y 59"
"475",57792,"Austria",1,2,2,9,7,2,"Male",58,"entre 45 y 59"
"476",57918,"Austria",2,2,3,8,6,2,"Female",74,"entre 60 y 74"
"477",57930,"Austria",1,1,2,8,9,4,"Female",19,"menor de 30"
"478",57947,"Austria",1,3,4,9,6,3,"Male",31,"entre 30 y 44"
"479",57951,"Austria",2,2,3,8,6,4,"Female",69,"entre 60 y 74"
"480",57955,"Austria",2,5,2,10,0,3,"Female",19,"menor de 30"
"481",57978,"Austria",2,3,3,9,7,3,"Male",50,"entre 45 y 59"
"482",57992,"Austria",1,5,2,10,10,4,"Female",15,"menor de 30"
"483",57995,"Austria",2,2,2,10,9,3,"Male",NA,NA
"484",57999,"Austria",1,2,3,10,8,3,"Female",53,"entre 45 y 59"
"485",58013,"Austria",1,1,2,10,8,2,"Female",87,"75 o mayor"
"486",58021,"Austria",2,3,4,9,5,3,"Female",53,"entre 45 y 59"
"487",58026,"Austria",2,1,3,10,6,4,"Male",NA,NA
"488",58064,"Austria",1,2,3,9,9,4,"Male",74,"entre 60 y 74"
"489",58066,"Austria",1,3,2,10,8,3,"Female",53,"entre 45 y 59"
"490",58092,"Austria",5,1,2,10,8,3,"Female",90,"75 o mayor"
"491",58093,"Austria",3,2,2,9,8,4,"Female",75,"75 o mayor"
"492",58125,"Austria",4,1,2,1,3,3,"Female",61,"entre 60 y 74"
"493",58127,"Austria",2,2,3,7,2,2,"Male",49,"entre 45 y 59"
"494",58132,"Austria",1,3,2,5,7,4,"Male",26,"menor de 30"
"495",58149,"Austria",2,2,2,8,7,3,"Female",70,"entre 60 y 74"
"496",58152,"Austria",5,1,4,7,4,2,"Female",85,"75 o mayor"
"497",58153,"Austria",1,1,3,10,10,4,"Female",43,"entre 30 y 44"
"498",58171,"Austria",2,4,3,10,8,4,"Female",72,"entre 60 y 74"
"499",58177,"Austria",3,1,NA,10,6,3,"Female",78,"75 o mayor"
"500",58187,"Austria",2,1,4,10,0,4,"Male",41,"entre 30 y 44"
"501",58226,"Austria",1,3,3,10,8,2,"Female",31,"entre 30 y 44"
"502",58238,"Austria",2,2,2,10,10,4,"Male",86,"75 o mayor"
"503",58247,"Austria",2,2,3,10,1,3,"Female",NA,NA
"504",58262,"Austria",1,4,2,8,7,5,"Female",73,"entre 60 y 74"
"505",58270,"Austria",2,4,3,6,4,2,"Female",37,"entre 30 y 44"
"506",58293,"Austria",2,1,3,8,8,3,"Male",63,"entre 60 y 74"
"507",58310,"Austria",1,4,2,8,8,3,"Female",70,"entre 60 y 74"
"508",58317,"Austria",3,3,3,8,7,3,"Male",47,"entre 45 y 59"
"509",58341,"Austria",2,2,NA,8,6,3,"Male",37,"entre 30 y 44"
"510",58346,"Austria",2,3,2,8,9,5,"Male",63,"entre 60 y 74"
"511",58355,"Austria",2,2,4,10,3,1,"Male",68,"entre 60 y 74"
"512",58369,"Austria",1,1,2,5,5,3,"Male",58,"entre 45 y 59"
"513",58416,"Austria",2,1,3,5,0,3,"Female",51,"entre 45 y 59"
"514",58417,"Austria",1,2,3,4,7,2,"Male",35,"entre 30 y 44"
"515",58441,"Austria",5,1,3,6,6,3,"Female",76,"75 o mayor"
"516",58444,"Austria",2,2,3,7,3,3,"Female",58,"entre 45 y 59"
"517",58471,"Austria",1,3,4,10,7,3,"Female",29,"menor de 30"
"518",58476,"Austria",1,4,3,10,6,3,"Female",64,"entre 60 y 74"
"519",58478,"Austria",1,2,2,6,7,5,"Female",30,"entre 30 y 44"
"520",58486,"Austria",2,3,4,9,7,3,"Female",27,"menor de 30"
"521",58505,"Austria",2,1,4,10,4,2,"Female",78,"75 o mayor"
"522",58506,"Austria",NA,3,4,10,5,3,"Female",71,"entre 60 y 74"
"523",58510,"Austria",2,3,3,6,10,3,"Female",69,"entre 60 y 74"
"524",58523,"Austria",2,3,3,6,6,3,"Female",41,"entre 30 y 44"
"525",58536,"Austria",2,4,3,7,7,5,"Male",74,"entre 60 y 74"
"526",58551,"Austria",2,5,4,10,9,4,"Male",83,"75 o mayor"
"527",58554,"Austria",2,2,3,8,7,4,"Male",49,"entre 45 y 59"
"528",58587,"Austria",1,5,3,10,6,3,"Female",87,"75 o mayor"
"529",58611,"Austria",2,2,3,8,7,4,"Male",48,"entre 45 y 59"
"530",58624,"Austria",1,3,3,8,8,4,"Female",59,"entre 45 y 59"
"531",58690,"Austria",3,3,3,9,6,3,"Male",57,"entre 45 y 59"
"532",58702,"Austria",3,5,4,8,0,NA,"Male",44,"entre 30 y 44"
"533",58705,"Austria",1,4,3,10,8,5,"Female",64,"entre 60 y 74"
"534",58708,"Austria",1,4,3,9,9,3,"Female",41,"entre 30 y 44"
"535",58726,"Austria",1,5,1,5,0,3,"Female",19,"menor de 30"
"536",58730,"Austria",1,4,1,3,10,2,"Male",52,"entre 45 y 59"
"537",58737,"Austria",NA,NA,2,5,5,3,"Female",67,"entre 60 y 74"
"538",58757,"Austria",4,2,3,9,8,3,"Female",71,"entre 60 y 74"
"539",58764,"Austria",5,2,2,10,5,2,"Female",59,"entre 45 y 59"
"540",58767,"Austria",2,4,1,8,8,4,"Female",29,"menor de 30"
"541",58790,"Austria",1,2,3,6,7,1,"Female",53,"entre 45 y 59"
"542",58802,"Austria",2,3,3,10,8,4,"Male",76,"75 o mayor"
"543",58810,"Austria",3,4,4,8,4,2,"Male",55,"entre 45 y 59"
"544",58854,"Austria",2,2,1,5,5,3,"Female",50,"entre 45 y 59"
"545",58857,"Austria",2,4,NA,5,5,3,"Female",55,"entre 45 y 59"
"546",58858,"Austria",1,2,2,1,5,4,"Female",31,"entre 30 y 44"
"547",58875,"Austria",2,2,4,10,4,4,"Male",74,"entre 60 y 74"
"548",58916,"Austria",2,2,3,8,7,4,"Female",39,"entre 30 y 44"
"549",58942,"Austria",2,3,3,10,10,4,"Female",64,"entre 60 y 74"
"550",58946,"Austria",1,2,2,10,0,4,"Male",43,"entre 30 y 44"
"551",58982,"Austria",1,2,3,10,8,4,"Female",65,"entre 60 y 74"
"552",58987,"Austria",1,3,2,9,8,4,"Male",22,"menor de 30"
"553",59006,"Austria",2,3,1,5,7,3,"Male",47,"entre 45 y 59"
"554",59010,"Austria",2,1,3,10,2,3,"Male",45,"entre 45 y 59"
"555",59011,"Austria",NA,2,4,10,7,3,"Male",64,"entre 60 y 74"
"556",59037,"Austria",2,2,3,10,10,5,"Male",60,"entre 60 y 74"
"557",59128,"Austria",1,3,4,8,5,3,"Male",32,"entre 30 y 44"
"558",59134,"Austria",NA,3,4,10,5,3,"Female",68,"entre 60 y 74"
"559",59148,"Austria",1,2,2,7,8,4,"Female",40,"entre 30 y 44"
"560",59166,"Austria",2,1,2,10,9,3,"Female",84,"75 o mayor"
"561",59200,"Austria",1,2,4,10,10,4,"Male",59,"entre 45 y 59"
"562",59218,"Austria",3,3,2,9,8,4,"Male",27,"menor de 30"
"563",59224,"Austria",1,2,3,10,10,NA,"Female",72,"entre 60 y 74"
"564",59228,"Austria",2,2,4,7,10,4,"Female",47,"entre 45 y 59"
"565",59270,"Austria",2,2,3,9,6,3,"Male",58,"entre 45 y 59"
"566",59274,"Austria",2,3,3,9,7,3,"Female",55,"entre 45 y 59"
"567",59287,"Austria",1,3,3,10,6,3,"Female",80,"75 o mayor"
"568",59353,"Austria",1,4,1,7,5,3,"Male",21,"menor de 30"
"569",59357,"Austria",1,4,2,10,10,4,"Male",67,"entre 60 y 74"
"570",59402,"Austria",1,2,3,10,10,4,"Female",37,"entre 30 y 44"
"571",59405,"Austria",3,3,4,10,6,2,"Male",54,"entre 45 y 59"
"572",59415,"Austria",1,4,1,5,5,4,"Male",30,"entre 30 y 44"
"573",59417,"Austria",2,1,4,10,0,2,"Female",61,"entre 60 y 74"
"574",59430,"Austria",2,1,4,8,7,3,"Female",62,"entre 60 y 74"
"575",59434,"Austria",2,3,3,8,8,5,"Male",67,"entre 60 y 74"
"576",59435,"Austria",2,4,3,10,10,3,"Female",NA,NA
"577",59448,"Austria",1,3,2,9,8,3,"Female",50,"entre 45 y 59"
"578",59503,"Austria",2,2,2,8,7,4,"Male",70,"entre 60 y 74"
"579",59519,"Austria",2,2,3,10,5,1,"Male",50,"entre 45 y 59"
"580",59522,"Austria",NA,3,4,9,5,4,"Female",74,"entre 60 y 74"
"581",59537,"Austria",1,3,NA,8,5,3,"Female",49,"entre 45 y 59"
"582",59591,"Austria",1,5,2,7,4,2,"Male",42,"entre 30 y 44"
"583",59603,"Austria",2,2,4,8,7,4,"Female",54,"entre 45 y 59"
"584",59605,"Austria",2,2,3,10,6,3,"Female",81,"75 o mayor"
"585",59634,"Austria",1,5,1,7,6,4,"Female",49,"entre 45 y 59"
"586",59646,"Austria",2,2,3,8,7,5,"Female",40,"entre 30 y 44"
"587",59656,"Austria",2,3,4,6,5,4,"Female",54,"entre 45 y 59"
"588",59701,"Austria",2,4,2,7,5,4,"Male",18,"menor de 30"
"589",59727,"Austria",2,3,2,8,5,1,"Female",38,"entre 30 y 44"
"590",59741,"Austria",2,1,3,10,10,2,"Female",65,"entre 60 y 74"
"591",59745,"Austria",1,3,2,10,8,3,"Female",54,"entre 45 y 59"
"592",59753,"Austria",2,2,2,9,7,3,"Female",56,"entre 45 y 59"
"593",59754,"Austria",1,3,NA,8,9,5,"Female",48,"entre 45 y 59"
"594",59755,"Austria",2,3,3,10,8,3,"Female",68,"entre 60 y 74"
"595",59775,"Austria",2,2,2,10,5,3,"Male",61,"entre 60 y 74"
"596",59787,"Austria",2,3,3,9,7,3,"Female",57,"entre 45 y 59"
"597",59803,"Austria",1,2,3,8,8,4,"Female",58,"entre 45 y 59"
"598",59866,"Austria",1,1,2,10,6,4,"Female",NA,NA
"599",59903,"Austria",2,4,3,7,8,3,"Female",42,"entre 30 y 44"
"600",59916,"Austria",2,3,2,10,8,3,"Female",72,"entre 60 y 74"
"601",59935,"Austria",1,3,2,9,8,4,"Female",20,"menor de 30"
"602",59959,"Austria",1,3,2,8,8,3,"Male",61,"entre 60 y 74"
"603",59969,"Austria",2,3,4,10,4,2,"Female",29,"menor de 30"
"604",59994,"Austria",2,2,2,9,5,4,"Male",58,"entre 45 y 59"
"605",59999,"Austria",2,2,2,10,8,3,"Male",31,"entre 30 y 44"
"606",60000,"Austria",5,2,3,10,6,3,"Female",84,"75 o mayor"
"607",60008,"Austria",1,2,2,9,10,4,"Male",NA,NA
"608",60017,"Austria",1,2,3,3,3,3,"Male",39,"entre 30 y 44"
"609",60030,"Austria",2,1,3,8,8,3,"Male",38,"entre 30 y 44"
"610",60036,"Austria",1,4,3,2,8,5,"Male",57,"entre 45 y 59"
"611",60043,"Austria",2,2,4,10,5,3,"Female",71,"entre 60 y 74"
"612",60050,"Austria",3,2,NA,10,7,3,"Female",NA,NA
"613",60058,"Austria",1,2,4,10,5,2,"Female",44,"entre 30 y 44"
"614",60062,"Austria",2,2,3,10,5,4,"Female",52,"entre 45 y 59"
"615",60071,"Austria",1,4,3,7,7,4,"Female",52,"entre 45 y 59"
"616",60076,"Austria",4,1,4,8,5,3,"Female",35,"entre 30 y 44"
"617",60133,"Austria",1,4,2,10,9,5,"Female",58,"entre 45 y 59"
"618",60135,"Austria",1,2,4,9,6,3,"Female",55,"entre 45 y 59"
"619",60139,"Austria",4,1,3,10,0,1,"Female",57,"entre 45 y 59"
"620",60148,"Austria",2,2,2,10,10,3,"Female",34,"entre 30 y 44"
"621",60156,"Austria",1,3,2,8,7,4,"Male",25,"menor de 30"
"622",60160,"Austria",1,3,3,8,0,4,"Female",51,"entre 45 y 59"
"623",60166,"Austria",2,2,3,9,7,2,"Male",46,"entre 45 y 59"
"624",60175,"Austria",2,1,4,9,9,5,"Female",57,"entre 45 y 59"
"625",60208,"Austria",1,4,4,10,5,1,"Male",28,"menor de 30"
"626",60216,"Austria",1,3,3,8,8,4,"Female",61,"entre 60 y 74"
"627",60217,"Austria",2,3,NA,10,10,4,"Female",40,"entre 30 y 44"
"628",60239,"Austria",4,1,3,8,7,3,"Male",82,"75 o mayor"
"629",60268,"Austria",3,3,4,10,6,4,"Female",NA,NA
"630",60269,"Austria",3,3,4,10,3,3,"Female",58,"entre 45 y 59"
"631",60311,"Austria",2,5,2,8,4,3,"Male",19,"menor de 30"
"632",60364,"Austria",2,2,3,8,6,5,"Female",39,"entre 30 y 44"
"633",60375,"Austria",1,4,2,9,9,4,"Male",76,"75 o mayor"
"634",60381,"Austria",1,4,3,7,3,2,"Female",68,"entre 60 y 74"
"635",60383,"Austria",2,2,3,5,5,3,"Female",82,"75 o mayor"
"636",60384,"Austria",1,4,4,6,5,3,"Female",47,"entre 45 y 59"
"637",60385,"Austria",2,3,1,9,9,3,"Female",28,"menor de 30"
"638",60387,"Austria",1,1,2,9,9,4,"Male",61,"entre 60 y 74"
"639",60391,"Austria",NA,3,NA,7,8,4,"Female",43,"entre 30 y 44"
"640",60403,"Austria",1,1,4,6,3,3,"Female",66,"entre 60 y 74"
"641",60414,"Austria",2,2,4,10,5,4,"Female",72,"entre 60 y 74"
"642",60436,"Austria",1,3,4,10,7,4,"Female",72,"entre 60 y 74"
"643",60448,"Austria",2,3,3,9,6,4,"Female",23,"menor de 30"
"644",60462,"Austria",1,2,3,10,9,4,"Male",37,"entre 30 y 44"
"645",60464,"Austria",5,2,3,9,7,3,"Female",73,"entre 60 y 74"
"646",60476,"Austria",5,2,4,9,4,4,"Male",62,"entre 60 y 74"
"647",60494,"Austria",1,4,2,9,8,4,"Female",51,"entre 45 y 59"
"648",60504,"Austria",2,3,4,8,4,2,"Female",51,"entre 45 y 59"
"649",60560,"Austria",1,2,3,8,9,3,"Male",57,"entre 45 y 59"
"650",60564,"Austria",2,4,1,6,5,4,"Female",62,"entre 60 y 74"
"651",60567,"Austria",1,4,3,8,1,3,"Female",49,"entre 45 y 59"
"652",60589,"Austria",5,1,2,6,5,5,"Female",46,"entre 45 y 59"
"653",60596,"Austria",2,2,3,10,9,4,"Female",51,"entre 45 y 59"
"654",60598,"Austria",3,3,4,10,8,2,"Male",71,"entre 60 y 74"
"655",60618,"Austria",1,1,NA,9,7,3,"Female",74,"entre 60 y 74"
"656",60628,"Austria",1,2,1,9,10,4,"Female",47,"entre 45 y 59"
"657",60631,"Austria",1,3,3,10,9,3,"Male",16,"menor de 30"
"658",60634,"Austria",2,1,NA,10,2,3,"Male",81,"75 o mayor"
"659",60670,"Austria",2,2,3,3,6,3,"Male",34,"entre 30 y 44"
"660",60685,"Austria",2,2,4,8,6,4,"Male",68,"entre 60 y 74"
"661",60688,"Austria",1,1,4,6,0,1,"Female",79,"75 o mayor"
"662",60709,"Austria",3,4,4,10,5,2,"Male",26,"menor de 30"
"663",60726,"Austria",1,3,1,0,3,2,"Female",21,"menor de 30"
"664",60728,"Austria",1,5,1,8,8,3,"Female",65,"entre 60 y 74"
"665",60788,"Austria",1,4,2,8,8,5,"Female",29,"menor de 30"
"666",60833,"Austria",1,5,1,5,5,5,"Female",62,"entre 60 y 74"
"667",60845,"Austria",1,4,1,6,8,5,"Female",63,"entre 60 y 74"
"668",60859,"Austria",2,1,1,7,8,3,"Female",73,"entre 60 y 74"
"669",60864,"Austria",1,3,4,10,5,2,"Female",25,"menor de 30"
"670",60873,"Austria",2,4,3,10,10,3,"Female",80,"75 o mayor"
"671",60883,"Austria",1,2,2,10,8,4,"Male",53,"entre 45 y 59"
"672",60901,"Austria",5,2,3,5,2,2,"Male",35,"entre 30 y 44"
"673",60916,"Austria",1,2,3,10,8,2,"Female",83,"75 o mayor"
"674",60917,"Austria",3,2,3,7,7,3,"Male",49,"entre 45 y 59"
"675",60946,"Austria",2,2,4,6,5,5,"Female",48,"entre 45 y 59"
"676",60956,"Austria",1,1,2,8,8,4,"Female",58,"entre 45 y 59"
"677",60971,"Austria",2,2,1,6,6,3,"Female",42,"entre 30 y 44"
"678",60987,"Austria",2,2,3,8,5,4,"Male",84,"75 o mayor"
"679",60995,"Austria",2,2,4,10,1,2,"Male",NA,NA
"680",61004,"Austria",3,3,4,8,3,3,"Female",46,"entre 45 y 59"
"681",61011,"Austria",2,3,2,8,8,4,"Female",45,"entre 45 y 59"
"682",61014,"Austria",3,3,3,8,4,3,"Male",58,"entre 45 y 59"
"683",61015,"Austria",1,3,1,9,9,5,"Female",29,"menor de 30"
"684",61052,"Austria",3,1,4,10,3,2,"Female",65,"entre 60 y 74"
"685",61059,"Austria",1,3,2,8,3,4,"Female",24,"menor de 30"
"686",61060,"Austria",2,3,3,9,7,2,"Male",53,"entre 45 y 59"
"687",61079,"Austria",1,2,2,5,2,4,"Female",37,"entre 30 y 44"
"688",61095,"Austria",2,3,3,10,8,4,"Male",51,"entre 45 y 59"
"689",61122,"Austria",1,1,2,9,8,3,"Female",54,"entre 45 y 59"
"690",61138,"Austria",2,2,3,5,5,4,"Female",63,"entre 60 y 74"
"691",61141,"Austria",1,4,3,10,10,5,"Female",33,"entre 30 y 44"
"692",61165,"Austria",2,NA,2,9,9,4,"Male",66,"entre 60 y 74"
"693",61252,"Austria",2,4,2,6,6,4,"Female",21,"menor de 30"
"694",61276,"Austria",1,4,3,8,4,3,"Female",36,"entre 30 y 44"
"695",61291,"Austria",1,2,3,10,8,4,"Female",35,"entre 30 y 44"
"696",61302,"Austria",1,2,4,10,6,4,"Female",66,"entre 60 y 74"
"697",61311,"Austria",2,2,2,5,4,4,"Female",87,"75 o mayor"
"698",61321,"Austria",2,4,4,10,7,4,"Male",76,"75 o mayor"
"699",61327,"Austria",2,3,2,9,8,3,"Female",82,"75 o mayor"
"700",61334,"Austria",1,4,4,10,NA,2,"Female",33,"entre 30 y 44"
"701",61354,"Austria",2,2,4,10,7,3,"Male",61,"entre 60 y 74"
"702",61360,"Austria",2,2,4,10,6,4,"Female",82,"75 o mayor"
"703",61379,"Austria",1,1,2,3,3,3,"Female",27,"menor de 30"
"704",61384,"Austria",1,2,2,7,8,5,"Female",69,"entre 60 y 74"
"705",61411,"Austria",4,2,4,8,6,3,"Male",67,"entre 60 y 74"
"706",61416,"Austria",2,2,3,9,6,3,"Male",67,"entre 60 y 74"
"707",61423,"Austria",2,3,2,8,8,4,"Female",63,"entre 60 y 74"
"708",61433,"Austria",1,3,2,8,8,4,"Female",44,"entre 30 y 44"
"709",61447,"Austria",1,5,2,10,6,4,"Female",51,"entre 45 y 59"
