"name","essround","edition","proddate","idno","cntry","dweight","pweight","freehms","lrnobed","impcntr","atchctr","atcherp","wrclmch","gndr","agea","prob","stratum","psu"
"ESS11e01",11,"1.0","20.06.2024",50014,"AT",1.1851145,0.33091453,2,4,3,10,5,4,1,65,0.0005786479,107,317
"ESS11e01",11,"1.0","20.06.2024",50030,"AT",0.6098981,0.33091453,1,2,2,8,8,5,2,21,0.0011243912,69,128
"ESS11e01",11,"1.0","20.06.2024",50057,"AT",1.3923296,0.33091453,1,5,1,9,7,5,2,53,0.00049253,18,418
"ESS11e01",11,"1.0","20.06.2024",50106,"AT",0.5560615,0.33091453,2,2,2,10,8,4,2,78,0.0012332522,101,295
"ESS11e01",11,"1.0","20.06.2024",50145,"AT",0.7227953,0.33091453,2,1,2,10,10,4,1,64,0.0009487666,115,344
"ESS11e01",11,"1.0","20.06.2024",50158,"AT",0.9926053,0.33091453,2,2,3,8,6,4,2,59,0.0006908728,7,373
"ESS11e01",11,"1.0","20.06.2024",50211,"AT",0.5403178,0.33091453,2,2,3,9,6,3,2,77,0.0012691865,58,86
"ESS11e01",11,"1.0","20.06.2024",50212,"AT",0.81462234,0.33091453,1,3,3,10,9,4,2,69,0.0008418184,38,3
"ESS11e01",11,"1.0","20.06.2024",50213,"AT",1.3649563,0.33091453,2,2,3,8,6,4,2,52,0.0005024074,62,108
"ESS11e01",11,"1.0","20.06.2024",50235,"AT",0.872949,0.33091453,2,2,3,10,7,2,2,75,0.0007855717,105,314
"ESS11e01",11,"1.0","20.06.2024",50236,"AT",0.6989865,0.33091453,2,4,3,10,10,4,2,44,0.0009810835,26,622
"ESS11e01",11,"1.0","20.06.2024",50238,"AT",0.8320375,0.33091453,1,1,2,7,6,3,1,49,0.0008241984,94,242
"ESS11e01",11,"1.0","20.06.2024",50240,"AT",0.87345386,0.33091453,2,3,4,8,5,4,2,63,0.0007851177,100,270
"ESS11e01",11,"1.0","20.06.2024",50248,"AT",0.9025512,0.33091453,2,2,3,10,7,3,2,76,0.00075980625,98,255
"ESS11e01",11,"1.0","20.06.2024",50270,"AT",0.58181804,0.33091453,3,5,4,6,8,4,2,30,0.0011786572,5,368
"ESS11e01",11,"1.0","20.06.2024",50281,"AT",0.69352174,0.33091453,1,1,4,8,7,4,2,67,0.000988814,35,783
"ESS11e01",11,"1.0","20.06.2024",50310,"AT",2.3245115,0.33091453,1,4,2,10,8,4,1,41,0.00029501427,75,165
"ESS11e01",11,"1.0","20.06.2024",50311,"AT",0.9926053,0.33091453,2,2,3,6,6,2,2,82,0.0006908728,7,373
"ESS11e01",11,"1.0","20.06.2024",50324,"AT",1.0702981,0.33091453,1,3,1,1,5,3,1,26,0.00064072246,56,73
"ESS11e01",11,"1.0","20.06.2024",50339,"AT",0.5560615,0.33091453,3,3,2,8,6,3,1,42,0.0012332522,101,283
"ESS11e01",11,"1.0","20.06.2024",50341,"AT",0.48294935,0.33091453,1,1,4,10,10,2,2,85,0.0014199503,17,414
"ESS11e01",11,"1.0","20.06.2024",50349,"AT",0.9926053,0.33091453,1,2,2,9,6,5,1,72,0.0006908728,7,373
"ESS11e01",11,"1.0","20.06.2024",50355,"AT",0.7366085,0.33091453,1,4,4,8,6,2,1,31,0.0009309749,21,610
"ESS11e01",11,"1.0","20.06.2024",50358,"AT",1.9501987,0.33091453,4,3,4,9,1,2,1,47,0.00035163807,23,429
"ESS11e01",11,"1.0","20.06.2024",50363,"AT",1.9560468,0.33091453,2,3,2,8,8,3,2,50,0.00035058672,45,31
"ESS11e01",11,"1.0","20.06.2024",50367,"AT",0.6098981,0.33091453,1,1,3,10,8,3,2,60,0.0011243912,69,132
"ESS11e01",11,"1.0","20.06.2024",50375,"AT",1.4462273,0.33091453,2,2,4,8,6,4,2,43,0.00047417445,41,19
"ESS11e01",11,"1.0","20.06.2024",50380,"AT",1.298475,0.33091453,2,2,3,10,5,3,2,41,0.00052813033,99,266
"ESS11e01",11,"1.0","20.06.2024",50412,"AT",1.329427,0.33091453,1,3,3,9,7,3,2,35,0.0005158343,77,177
"ESS11e01",11,"1.0","20.06.2024",50423,"AT",0.4598905,0.33091453,2,2,2,8,5,1,2,49,0.0014911463,67,121
"ESS11e01",11,"1.0","20.06.2024",50427,"AT",1.4547197,0.33091453,1,3,4,9,0,4,2,36,0.00047140633,113,339
"ESS11e01",11,"1.0","20.06.2024",50433,"AT",0.6670056,0.33091453,5,2,2,10,10,5,1,46,0.0010281234,28,660
"ESS11e01",11,"1.0","20.06.2024",50441,"AT",0.9669464,0.33091453,3,1,4,10,2,3,2,81,0.00070920587,61,105
"ESS11e01",11,"1.0","20.06.2024",50446,"AT",0.7417395,0.33091453,2,2,3,6,6,4,2,57,0.00092453486,29,684
"ESS11e01",11,"1.0","20.06.2024",50465,"AT",0.7803352,0.33091453,1,4,2,9,9,4,2,67,0.00087880704,63,506
"ESS11e01",11,"1.0","20.06.2024",50468,"AT",1.2012872,0.33091453,2,4,2,10,10,3,2,38,0.0005708578,112,335
"ESS11e01",11,"1.0","20.06.2024",50489,"AT",1.5597948,0.33091453,1,2,3,8,10,4,2,42,0.00043965018,44,475
"ESS11e01",11,"1.0","20.06.2024",50512,"AT",1.4378188,0.33091453,1,2,3,10,6,3,2,59,0.00047694752,25,442
"ESS11e01",11,"1.0","20.06.2024",50517,"AT",0.9332868,0.33091453,1,3,3,10,7,4,1,77,0.0007347838,71,155
"ESS11e01",11,"1.0","20.06.2024",50577,"AT",0.82740283,0.33091453,2,1,4,10,8,3,1,58,0.00082881516,108,319
"ESS11e01",11,"1.0","20.06.2024",50591,"AT",0.41601875,0.33091453,1,3,3,7,5,3,2,38,0.0016483968,94,243
"ESS11e01",11,"1.0","20.06.2024",50592,"AT",0.6494272,0.33091453,2,4,3,9,8,4,2,79,0.0010559522,10,388
"ESS11e01",11,"1.0","20.06.2024",50611,"AT",1.073635,0.33091453,1,5,4,8,6,1,2,25,0.00063873106,59,89
"ESS11e01",11,"1.0","20.06.2024",50623,"AT",0.9099707,0.33091453,1,2,2,9,8,4,2,34,0.0007536111,62,107
"ESS11e01",11,"1.0","20.06.2024",50637,"AT",0.68042654,0.33091453,1,1,3,7,8,2,1,74,0.0010078443,2,557
"ESS11e01",11,"1.0","20.06.2024",50638,"AT",0.55606145,0.33091453,2,3,3,9,6,3,1,74,0.0012332523,101,280
"ESS11e01",11,"1.0","20.06.2024",50651,"AT",0.4991056,0.33091453,1,4,2,9,9,4,2,36,0.0013739859,48,43
"ESS11e01",11,"1.0","20.06.2024",50681,"AT",1.159529,0.33091453,2,1,2,8,5,3,1,28,0.000591416,87,219
"ESS11e01",11,"1.0","20.06.2024",50687,"AT",0.7417395,0.33091453,2,2,7,10,10,4,1,65,0.00092453486,29,679
"ESS11e01",11,"1.0","20.06.2024",50707,"AT",1.021017,0.33091453,7,2,2,5,5,4,2,42,0.0006716481,11,394
"ESS11e01",11,"1.0","20.06.2024",50714,"AT",2.319058,0.33091453,1,2,2,9,9,4,1,60,0.000295708,87,219
"ESS11e01",11,"1.0","20.06.2024",50730,"AT",0.80748725,0.33091453,2,2,2,10,7,5,1,60,0.0008492568,22,425
"ESS11e01",11,"1.0","20.06.2024",50732,"AT",1.6209532,0.33091453,1,5,4,10,5,3,2,16,0.0004230622,58,83
"ESS11e01",11,"1.0","20.06.2024",50735,"AT",0.3912093,0.33091453,2,4,4,10,5,2,1,28,0.001752934,45,30
"ESS11e01",11,"1.0","20.06.2024",50812,"AT",0.9812141,0.33091453,7,1,7,8,5,4,2,71,0.0006988934,92,233
"ESS11e01",11,"1.0","20.06.2024",50868,"AT",0.4114013,0.33091453,4,3,2,6,8,3,2,20,0.0016668981,89,225
"ESS11e01",11,"1.0","20.06.2024",50897,"AT",0.5487113,0.33091453,3,2,3,9,8,3,2,80,0.0012497721,42,25
"ESS11e01",11,"1.0","20.06.2024",50910,"AT",0.5079797,0.33091453,5,2,2,8,7,3,2,75,0.0013499833,64,109
"ESS11e01",11,"1.0","20.06.2024",50979,"AT",0.6465898,0.33091453,2,3,4,8,7,3,1,51,0.001060586,37,836
"ESS11e01",11,"1.0","20.06.2024",50994,"AT",1.483479,0.33091453,1,1,3,10,8,5,2,87,0.00046226743,29,693
"ESS11e01",11,"1.0","20.06.2024",50995,"AT",1.2219335,0.33091453,2,2,3,9,10,4,2,57,0.00056121225,38,3
"ESS11e01",11,"1.0","20.06.2024",51015,"AT",0.9658987,0.33091453,4,2,3,7,4,3,1,76,0.00070997514,17,411
"ESS11e01",11,"1.0","20.06.2024",51029,"AT",0.65483123,0.33091453,2,8,2,10,10,3,1,61,0.0010472379,36,796
"ESS11e01",11,"1.0","20.06.2024",51042,"AT",1.6681843,0.33091453,2,2,3,10,2,4,2,43,0.0004110841,101,279
"ESS11e01",11,"1.0","20.06.2024",51046,"AT",0.47378042,0.33091453,5,2,4,9,1,3,2,76,0.0014474301,24,431
"ESS11e01",11,"1.0","20.06.2024",51086,"AT",0.41370142,0.33091453,2,2,3,10,8,3,2,43,0.0016576303,108,318
"ESS11e01",11,"1.0","20.06.2024",51112,"AT",1.6209534,0.33091453,2,2,3,8,6,4,1,51,0.00042306219,58,82
"ESS11e01",11,"1.0","20.06.2024",51128,"AT",2.2314548,0.33091453,2,2,2,9,9,4,1,69,0.00030731704,30,708
"ESS11e01",11,"1.0","20.06.2024",51136,"AT",1.2440618,0.33091453,2,3,2,7,9,4,2,47,0.0005512299,20,422
"ESS11e01",11,"1.0","20.06.2024",51181,"AT",1.3709402,0.33091453,2,1,4,8,7,3,1,89,0.0005002144,12,583
"ESS11e01",11,"1.0","20.06.2024",51190,"AT",1.073635,0.33091453,2,4,4,10,5,3,1,72,0.00063873106,59,89
"ESS11e01",11,"1.0","20.06.2024",51191,"AT",0.8656501,0.33091453,1,2,4,10,5,3,2,74,0.0007921954,99,263
"ESS11e01",11,"1.0","20.06.2024",51192,"AT",0.99821126,0.33091453,2,3,2,9,6,3,2,68,0.0006869929,48,42
"ESS11e01",11,"1.0","20.06.2024",51221,"AT",1.3078376,0.33091453,1,5,2,8,3,3,2,36,0.00052434957,109,328
"ESS11e01",11,"1.0","20.06.2024",51224,"AT",0.8146224,0.33091453,2,2,2,9,8,4,1,87,0.0008418183,38,1
"ESS11e01",11,"1.0","20.06.2024",51231,"AT",0.9982112,0.33091453,4,2,4,8,6,2,2,74,0.00068699295,48,44
"ESS11e01",11,"1.0","20.06.2024",51259,"AT",0.426831,0.33091453,7,2,4,5,5,4,1,24,0.0016066408,90,227
"ESS11e01",11,"1.0","20.06.2024",51262,"AT",1.3870435,0.33091453,2,2,3,9,6,5,1,59,0.000494407,35,757
"ESS11e01",11,"1.0","20.06.2024",51285,"AT",1.6104527,0.33091453,2,4,4,7,5,3,2,21,0.0004258207,59,90
"ESS11e01",11,"1.0","20.06.2024",51322,"AT",0.340339,0.33091453,1,1,3,9,8,3,1,32,0.002014944,11,394
"ESS11e01",11,"1.0","20.06.2024",51414,"AT",0.5560615,0.33091453,2,4,4,9,6,3,2,47,0.0012332522,101,284
"ESS11e01",11,"1.0","20.06.2024",51440,"AT",0.581818,0.33091453,1,4,1,8,8,5,1,45,0.0011786573,5,363
"ESS11e01",11,"1.0","20.06.2024",51455,"AT",2.165643,0.33091453,2,2,3,8,6,4,1,44,0.0003166561,53,61
"ESS11e01",11,"1.0","20.06.2024",51503,"AT",0.37437,0.33091453,2,4,4,5,5,4,1,68,0.0018317816,66,116
"ESS11e01",11,"1.0","20.06.2024",51504,"AT",0.4350144,0.33091453,2,3,4,10,5,4,1,20,0.0015764169,103,305
"ESS11e01",11,"1.0","20.06.2024",51506,"AT",2.495528,0.33091453,2,4,2,9,8,4,1,33,0.00027479717,48,39
"ESS11e01",11,"1.0","20.06.2024",51521,"AT",1.3608531,0.33091453,2,2,2,7,7,4,1,27,0.0005039222,2,550
"ESS11e01",11,"1.0","20.06.2024",51555,"AT",0.53514904,0.33091453,2,3,4,10,5,2,1,28,0.001281445,56,71
"ESS11e01",11,"1.0","20.06.2024",51578,"AT",1.2337465,0.33091453,1,2,2,10,6,3,1,73,0.00055583863,19,420
"ESS11e01",11,"1.0","20.06.2024",51581,"AT",0.6098981,0.33091453,1,4,2,9,9,4,1,62,0.0011243912,69,126
"ESS11e01",11,"1.0","20.06.2024",51596,"AT",0.8885217,0.33091453,2,3,3,9,7,3,1,58,0.0007718034,14,397
"ESS11e01",11,"1.0","20.06.2024",51650,"AT",0.5797645,0.33091453,1,2,1,5,5,3,2,90,0.001182832,87,215
"ESS11e01",11,"1.0","20.06.2024",51713,"AT",0.7275956,0.33091453,2,2,3,9,7,4,1,38,0.00094250706,61,99
"ESS11e01",11,"1.0","20.06.2024",51719,"AT",0.47378042,0.33091453,5,2,4,9,2,3,2,85,0.0014474301,24,438
"ESS11e01",11,"1.0","20.06.2024",51720,"AT",0.9658987,0.33091453,1,1,3,9,6,5,2,74,0.00070997514,17,410
"ESS11e01",11,"1.0","20.06.2024",51731,"AT",2.946434,0.33091453,1,3,1,6,8,4,1,42,0.00023274373,21,605
"ESS11e01",11,"1.0","20.06.2024",51735,"AT",0.51291066,0.33091453,2,2,3,7,4,3,2,51,0.0013370048,55,66
"ESS11e01",11,"1.0","20.06.2024",51736,"AT",0.95292634,0.33091453,1,1,4,10,6,4,1,76,0.0007196402,52,55
"ESS11e01",11,"1.0","20.06.2024",51739,"AT",1.7134386,0.33091453,2,3,4,8,5,3,2,70,0.0004002268,47,37
"ESS11e01",11,"1.0","20.06.2024",51741,"AT",1.112123,0.33091453,1,1,3,5,4,1,1,28,0.0006166261,101,285
"ESS11e01",11,"1.0","20.06.2024",51757,"AT",1.2219335,0.33091453,2,2,2,10,7,3,1,18,0.00056121225,38,3
"ESS11e01",11,"1.0","20.06.2024",51766,"AT",0.7366085,0.33091453,1,1,3,10,0,5,1,64,0.0009309749,21,600
"ESS11e01",11,"1.0","20.06.2024",51773,"AT",0.46543378,0.33091453,2,2,2,9,6,3,1,59,0.001473387,40,13
"ESS11e01",11,"1.0","20.06.2024",51780,"AT",1.6681843,0.33091453,2,3,2,9,9,3,2,49,0.0004110841,101,275
"ESS11e01",11,"1.0","20.06.2024",51802,"AT",0.7417395,0.33091453,2,2,3,10,10,3,1,70,0.00092453486,29,676
"ESS11e01",11,"1.0","20.06.2024",51857,"AT",0.5797645,0.33091453,1,3,3,10,6,3,2,71,0.001182832,87,218
"ESS11e01",11,"1.0","20.06.2024",51878,"AT",0.41946852,0.33091453,1,4,1,7,8,5,1,58,0.0016348403,76,168
"ESS11e01",11,"1.0","20.06.2024",51897,"AT",1.3340112,0.33091453,1,2,3,10,8,5,1,83,0.0005140617,28,656
"ESS11e01",11,"1.0","20.06.2024",51901,"AT",0.49469304,0.33091453,2,1,3,10,7,3,2,74,0.0013862415,82,195
"ESS11e01",11,"1.0","20.06.2024",51911,"AT",0.65483123,0.33091453,2,5,1,9,8,4,2,86,0.0010472379,36,816
"ESS11e01",11,"1.0","20.06.2024",51944,"AT",0.74874,0.33091453,1,4,3,7,7,4,2,26,0.0009158908,66,116
"ESS11e01",11,"1.0","20.06.2024",51959,"AT",1.6681842,0.33091453,2,2,3,5,5,2,1,52,0.00041108413,101,292
"ESS11e01",11,"1.0","20.06.2024",51961,"AT",2.165643,0.33091453,3,1,4,9,8,4,1,63,0.0003166561,53,62
"ESS11e01",11,"1.0","20.06.2024",51965,"AT",0.48294932,0.33091453,1,1,2,10,10,3,2,61,0.0014199504,17,412
"ESS11e01",11,"1.0","20.06.2024",51977,"AT",1.2197962,0.33091453,1,3,1,6,10,4,2,47,0.0005621956,69,129
"ESS11e01",11,"1.0","20.06.2024",51995,"AT",1.112123,0.33091453,2,2,3,10,9,4,1,70,0.0006166261,101,286
"ESS11e01",11,"1.0","20.06.2024",52009,"AT",0.71400285,0.33091453,1,4,2,9,9,5,2,67,0.00096045004,27,652
"ESS11e01",11,"1.0","20.06.2024",52020,"AT",0.88628477,0.33091453,2,1,2,9,6,4,1,68,0.0007737514,77,178
"ESS11e01",11,"1.0","20.06.2024",52035,"AT",1.021017,0.33091453,1,3,3,7,4,3,2,50,0.0006716481,11,394
"ESS11e01",11,"1.0","20.06.2024",52046,"AT",0.5023222,0.33091453,2,3,1,10,7,2,1,62,0.0013651877,8,378
"ESS11e01",11,"1.0","20.06.2024",52062,"AT",0.4820758,0.33091453,1,4,3,9,6,3,2,64,0.0014225233,41,18
"ESS11e01",11,"1.0","20.06.2024",52065,"AT",1.3078378,0.33091453,4,2,3,8,6,3,1,39,0.00052434945,109,322
"ESS11e01",11,"1.0","20.06.2024",52089,"AT",0.68042654,0.33091453,1,2,3,9,6,3,2,43,0.0010078443,2,565
"ESS11e01",11,"1.0","20.06.2024",52094,"AT",1.746908,0.33091453,2,4,3,10,5,4,1,47,0.00039255878,100,273
"ESS11e01",11,"1.0","20.06.2024",52117,"AT",1.0973082,0.33091453,1,3,4,10,6,2,2,30,0.00062495115,51,52
"ESS11e01",11,"1.0","20.06.2024",52135,"AT",0.4328124,0.33091453,1,2,8,10,7,4,2,77,0.0015844372,16,406
"ESS11e01",11,"1.0","20.06.2024",52150,"AT",0.53681755,0.33091453,3,2,3,5,2,3,2,48,0.001277462,59,92
"ESS11e01",11,"1.0","20.06.2024",52170,"AT",1.4876366,0.33091453,1,2,1,3,6,3,2,35,0.00046097554,30,706
"ESS11e01",11,"1.0","20.06.2024",52179,"AT",1.8968233,0.33091453,5,3,2,10,1,4,1,48,0.0003615329,39,10
"ESS11e01",11,"1.0","20.06.2024",52249,"AT",2.0805652,0.33091453,1,2,2,8,6,2,1,53,0.0003296047,35,768
"ESS11e01",11,"1.0","20.06.2024",52271,"AT",0.9475608,0.33091453,4,2,2,9,8,4,1,54,0.0007237151,24,434
"ESS11e01",11,"1.0","20.06.2024",52278,"AT",1.4462273,0.33091453,2,2,3,8,7,4,1,50,0.00047417445,41,15
"ESS11e01",11,"1.0","20.06.2024",52280,"AT",0.83968544,0.33091453,1,3,3,7,6,3,2,42,0.0008166916,80,190
"ESS11e01",11,"1.0","20.06.2024",52284,"AT",0.98635733,0.33091453,8,4,4,9,6,3,1,46,0.0006952491,57,80
"ESS11e01",11,"1.0","20.06.2024",52285,"AT",0.94756085,0.33091453,3,2,4,7,4,3,1,53,0.00072371506,24,438
"ESS11e01",11,"1.0","20.06.2024",52286,"AT",0.87345386,0.33091453,2,2,3,10,8,3,2,33,0.0007851177,100,271
"ESS11e01",11,"1.0","20.06.2024",52289,"AT",1.159529,0.33091453,1,4,3,6,5,4,1,23,0.000591416,87,213
"ESS11e01",11,"1.0","20.06.2024",52291,"AT",0.45688316,0.33091453,1,2,4,10,0,4,1,73,0.0015009616,3,350
"ESS11e01",11,"1.0","20.06.2024",52293,"AT",0.6098981,0.33091453,2,1,3,9,3,4,1,55,0.0011243912,69,144
"ESS11e01",11,"1.0","20.06.2024",52305,"AT",0.68042654,0.33091453,1,1,3,10,8,4,2,64,0.0010078443,2,575
"ESS11e01",11,"1.0","20.06.2024",52438,"AT",0.69250387,0.33091453,1,3,2,7,5,4,2,76,0.0009902675,33,464
"ESS11e01",11,"1.0","20.06.2024",52449,"AT",0.39378572,0.33091453,1,3,2,10,9,3,1,57,0.001741465,88,221
"ESS11e01",11,"1.0","20.06.2024",52452,"AT",0.74771136,0.33091453,4,1,3,10,7,3,1,69,0.0009171508,65,114
"ESS11e01",11,"1.0","20.06.2024",52471,"AT",0.9137663,0.33091453,1,2,1,10,10,3,2,47,0.0007504808,3,347
"ESS11e01",11,"1.0","20.06.2024",52472,"AT",1.3608531,0.33091453,2,1,3,10,10,3,2,57,0.0005039222,2,555
"ESS11e01",11,"1.0","20.06.2024",52477,"AT",1.0828215,0.33091453,1,4,2,10,8,2,2,57,0.0006333122,53,59
"ESS11e01",11,"1.0","20.06.2024",52480,"AT",0.32879525,0.33091453,2,2,3,8,5,3,1,90,0.0020856871,68,125
"ESS11e01",11,"1.0","20.06.2024",52487,"AT",0.45688316,0.33091453,3,2,4,9,5,2,1,44,0.0015009616,3,353
"ESS11e01",11,"1.0","20.06.2024",52510,"AT",0.6854701,0.33091453,2,2,3,10,9,4,2,73,0.0010004288,12,594
"ESS11e01",11,"1.0","20.06.2024",52519,"AT",0.48490664,0.33091453,2,2,3,10,6,2,2,78,0.0014142188,113,337
"ESS11e01",11,"1.0","20.06.2024",52532,"AT",1.3096625,0.33091453,1,1,4,10,0,4,2,72,0.00052361895,36,814
"ESS11e01",11,"1.0","20.06.2024",52545,"AT",3.516255,0.33091453,2,5,1,7,6,3,2,54,0.00019502683,8,379
"ESS11e01",11,"1.0","20.06.2024",52573,"AT",0.340339,0.33091453,1,1,2,8,6,4,2,24,0.002014944,11,393
"ESS11e01",11,"1.0","20.06.2024",52600,"AT",1.8296943,0.33091453,1,4,4,10,5,1,2,42,0.00037479706,69,147
"ESS11e01",11,"1.0","20.06.2024",52616,"AT",1.0159594,0.33091453,1,2,3,10,8,4,1,17,0.00067499164,64,109
"ESS11e01",11,"1.0","20.06.2024",52629,"AT",0.872949,0.33091453,2,4,3,10,3,3,2,59,0.0007855717,105,312
"ESS11e01",11,"1.0","20.06.2024",52638,"AT",0.43282503,0.33091453,2,2,4,10,5,3,2,81,0.001584391,99,264
"ESS11e01",11,"1.0","20.06.2024",52644,"AT",0.94841164,0.33091453,1,2,4,10,6,4,2,50,0.0007230658,39,8
"ESS11e01",11,"1.0","20.06.2024",52681,"AT",1.1622558,0.33091453,1,2,3,10,8,4,1,45,0.00059002853,75,165
"ESS11e01",11,"1.0","20.06.2024",52716,"AT",0.8648057,0.33091453,2,3,3,9,9,3,1,62,0.00079296896,97,253
"ESS11e01",11,"1.0","20.06.2024",52731,"AT",0.62733126,0.33091453,1,2,3,10,9,4,2,71,0.001093145,110,331
"ESS11e01",11,"1.0","20.06.2024",52744,"AT",1.5751429,0.33091453,1,2,2,3,7,2,1,58,0.00043536624,88,224
"ESS11e01",11,"1.0","20.06.2024",52745,"AT",0.5368175,0.33091453,2,4,4,10,5,1,1,53,0.0012774621,59,95
"ESS11e01",11,"1.0","20.06.2024",52746,"AT",0.43594596,0.33091453,3,2,4,8,5,3,2,54,0.0015730483,109,322
"ESS11e01",11,"1.0","20.06.2024",52759,"AT",0.86565006,0.33091453,2,2,4,9,4,3,2,65,0.0007921955,99,264
"ESS11e01",11,"1.0","20.06.2024",52762,"AT",0.5368175,0.33091453,2,4,4,9,6,3,2,29,0.0012774621,59,96
"ESS11e01",11,"1.0","20.06.2024",52781,"AT",0.7602457,0.33091453,1,1,2,9,7,3,2,29,0.00090202957,91,230
"ESS11e01",11,"1.0","20.06.2024",52791,"AT",1.0806355,0.33091453,2,2,3,9,7,4,2,67,0.00063459325,58,82
"ESS11e01",11,"1.0","20.06.2024",52796,"AT",0.4364745,0.33091453,2,3,3,10,6,3,1,69,0.0015711434,105,312
"ESS11e01",11,"1.0","20.06.2024",52815,"AT",0.32879525,0.33091453,2,4,2,1,2,3,1,25,0.0020856871,68,125
"ESS11e01",11,"1.0","20.06.2024",52833,"AT",2.1405962,0.33091453,2,2,3,8,6,4,1,44,0.00032036123,56,75
"ESS11e01",11,"1.0","20.06.2024",52858,"AT",0.41984272,0.33091453,1,2,3,8,5,4,2,70,0.0016333832,80,186
"ESS11e01",11,"1.0","20.06.2024",52880,"AT",0.7798974,0.33091453,2,4,3,10,10,5,2,61,0.00087930035,44,470
"ESS11e01",11,"1.0","20.06.2024",52888,"AT",0.43282506,0.33091453,4,2,4,9,5,2,2,64,0.0015843908,99,261
"ESS11e01",11,"1.0","20.06.2024",52891,"AT",1.3078378,0.33091453,2,2,3,8,7,2,1,56,0.00052434945,109,322
"ESS11e01",11,"1.0","20.06.2024",52904,"AT",0.47378042,0.33091453,1,2,4,5,2,2,1,71,0.0014474301,24,432
"ESS11e01",11,"1.0","20.06.2024",52907,"AT",1.4280057,0.33091453,2,2,3,8,4,2,1,74,0.00048022502,27,649
"ESS11e01",11,"1.0","20.06.2024",52910,"AT",2.7803075,0.33091453,1,4,3,88,88,2,2,19,0.00024665045,101,276
"ESS11e01",11,"1.0","20.06.2024",52975,"AT",1.6548057,0.33091453,1,2,4,7,8,3,1,48,0.00041440758,108,321
"ESS11e01",11,"1.0","20.06.2024",52994,"AT",0.8700288,0.33091453,1,3,2,10,9,4,2,39,0.00078820845,103,305
"ESS11e01",11,"1.0","20.06.2024",53002,"AT",0.3978003,0.33091453,1,5,2,9,9,4,1,69,0.0017238903,9,381
"ESS11e01",11,"1.0","20.06.2024",53008,"AT",0.55908823,0.33091453,2,2,2,9,8,3,1,81,0.0012265757,49,48
"ESS11e01",11,"1.0","20.06.2024",53011,"AT",0.5811279,0.33091453,2,2,2,10,10,4,2,80,0.0011800571,75,164
"ESS11e01",11,"1.0","20.06.2024",53015,"AT",0.92452425,0.33091453,1,3,2,10,8,3,2,34,0.000741748,86,206
"ESS11e01",11,"1.0","20.06.2024",53016,"AT",0.4073112,0.33091453,2,2,3,9,8,4,2,81,0.0016836366,38,1
"ESS11e01",11,"1.0","20.06.2024",53029,"AT",1.073635,0.33091453,1,3,4,10,7,3,1,57,0.00063873106,59,89
"ESS11e01",11,"1.0","20.06.2024",53067,"AT",0.32879528,0.33091453,1,3,2,7,7,5,2,30,0.002085687,68,124
"ESS11e01",11,"1.0","20.06.2024",53091,"AT",0.65053284,0.33091453,1,1,2,8,9,5,2,70,0.0010541574,54,495
"ESS11e01",11,"1.0","20.06.2024",53100,"AT",0.9332868,0.33091453,3,1,2,10,9,4,2,77,0.0007347838,71,155
"ESS11e01",11,"1.0","20.06.2024",53131,"AT",0.6670056,0.33091453,1,2,3,10,9,4,2,66,0.0010281234,28,670
"ESS11e01",11,"1.0","20.06.2024",53145,"AT",1.538732,0.33091453,1,1,4,0,0,3,1,54,0.0004456683,55,66
"ESS11e01",11,"1.0","20.06.2024",53154,"AT",0.9137663,0.33091453,3,2,4,10,5,3,1,68,0.0007504808,3,350
"ESS11e01",11,"1.0","20.06.2024",53159,"AT",0.71400285,0.33091453,1,4,3,7,7,3,2,70,0.00096045004,27,646
"ESS11e01",11,"1.0","20.06.2024",53183,"AT",0.3912093,0.33091453,1,3,4,10,7,2,2,53,0.001752934,45,30
"ESS11e01",11,"1.0","20.06.2024",53193,"AT",1.4504194,0.33091453,2,2,3,8,7,4,1,52,0.00047280395,61,103
"ESS11e01",11,"1.0","20.06.2024",53212,"AT",1.2988544,0.33091453,3,2,2,7,7,2,1,76,0.00052797614,10,392
"ESS11e01",11,"1.0","20.06.2024",53236,"AT",0.99414355,0.33091453,3,2,3,10,10,3,2,77,0.00068980386,84,523
"ESS11e01",11,"1.0","20.06.2024",53245,"AT",0.6098981,0.33091453,2,4,2,8,7,3,2,40,0.0011243912,69,137
"ESS11e01",11,"1.0","20.06.2024",53278,"AT",0.9484116,0.33091453,2,2,2,10,7,3,2,50,0.00072306587,39,12
"ESS11e01",11,"1.0","20.06.2024",53286,"AT",0.48294935,0.33091453,2,2,4,10,6,5,2,60,0.0014199503,17,410
"ESS11e01",11,"1.0","20.06.2024",53298,"AT",0.94756085,0.33091453,3,2,3,7,7,3,2,73,0.00072371506,24,431
"ESS11e01",11,"1.0","20.06.2024",53301,"AT",0.6377034,0.33091453,2,2,3,8,4,2,1,65,0.0010753652,6,370
"ESS11e01",11,"1.0","20.06.2024",53315,"AT",1.3101807,0.33091453,1,2,3,7,7,2,1,58,0.00052341184,100,268
"ESS11e01",11,"1.0","20.06.2024",53333,"AT",0.6670056,0.33091453,2,1,2,10,8,5,1,89,0.0010281234,28,658
"ESS11e01",11,"1.0","20.06.2024",53359,"AT",0.47378042,0.33091453,3,2,4,9,4,2,1,48,0.0014474301,24,431
